flagged,separator_row,side,bar_height_frac,region_mean,region_bright_frac,excluded_as_known_false_positive,file
False,,,0.0,,,False,000771.npy
False,,,0.0,,,False,000772.npy
False,,,0.0,,,False,000773.npy
False,,,0.0,,,False,000774.npy
False,,,0.0,,,False,000775.npy
False,,,0.0,,,False,000776.npy
False,,,0.0,,,False,000777.npy
False,,,0.0,,,False,000778.npy
False,,,0.0,,,False,000779.npy
False,,,0.0,,,False,000780.npy
False,,,0.0,,,False,000781.npy
False,,,0.0,,,False,000782.npy
False,,,0.0,,,False,000783.npy
False,,,0.0,,,False,000784.npy
False,,,0.0,,,False,000785.npy
False,,,0.0,,,False,000786.npy
False,,,0.0,,,False,000787.npy
False,,,0.0,,,False,000788.npy
False,,,0.0,,,False,000789.npy
False,,,0.0,,,False,000790.npy
False,,,0.0,,,False,000791.npy
False,,,0.0,,,False,000792.npy
False,,,0.0,,,False,000793.npy
False,,,0.0,,,False,000794.npy
False,,,0.0,,,False,000795.npy
False,,,0.0,,,False,000796.npy
False,,,0.0,,,False,000797.npy
False,,,0.0,,,False,000798.npy
False,,,0.0,,,False,000799.npy
False,,,0.0,,,False,000800.npy
False,,,0.0,,,False,000801.npy
False,,,0.0,,,False,000802.npy
False,,,0.0,,,False,000803.npy
False,,,0.0,,,False,000804.npy
False,,,0.0,,,False,000805.npy
False,,,0.0,,,False,000806.npy
False,,,0.0,,,False,000807.npy
False,,,0.0,,,False,000808.npy
False,,,0.0,,,False,000809.npy
False,,,0.0,,,False,000810.npy
False,,,0.0,,,False,000811.npy
False,,,0.0,,,False,000812.npy
False,,,0.0,,,False,000813.npy
False,,,0.0,,,False,000814.npy
False,,,0.0,,,False,000815.npy
False,,,0.0,,,False,000816.npy
False,,,0.0,,,False,000817.npy
False,,,0.0,,,False,000818.npy
False,,,0.0,,,False,000819.npy
False,,,0.0,,,False,000820.npy
False,,,0.0,,,False,000821.npy
False,,,0.0,,,False,000822.npy
False,,,0.0,,,False,000823.npy
False,,,0.0,,,False,000824.npy
False,,,0.0,,,False,000825.npy
False,,,0.0,,,False,000826.npy
False,,,0.0,,,False,000827.npy
False,,,0.0,,,False,000828.npy
False,,,0.0,,,False,000829.npy
False,,,0.0,,,False,000830.npy
False,,,0.0,,,False,000831.npy
False,,,0.0,,,False,000832.npy
False,,,0.0,,,False,000833.npy
False,,,0.0,,,False,000834.npy
False,,,0.0,,,False,000835.npy
False,,,0.0,,,False,000836.npy
False,,,0.0,,,False,000837.npy
False,,,0.0,,,False,000838.npy
False,,,0.0,,,False,000839.npy
False,,,0.0,,,False,000840.npy
False,,,0.0,,,False,000841.npy
False,,,0.0,,,False,000842.npy
False,,,0.0,,,False,000843.npy
False,,,0.0,,,False,000844.npy
False,,,0.0,,,False,000845.npy
False,,,0.0,,,False,000846.npy
False,,,0.0,,,False,000847.npy
False,,,0.0,,,False,000848.npy
False,,,0.0,,,False,000849.npy
False,,,0.0,,,False,000850.npy
False,,,0.0,,,False,000851.npy
False,,,0.0,,,False,000852.npy
False,,,0.0,,,False,000853.npy
False,,,0.0,,,False,000854.npy
False,,,0.0,,,False,000855.npy
False,,,0.0,,,False,000856.npy
False,,,0.0,,,False,000857.npy
False,,,0.0,,,False,000858.npy
False,,,0.0,,,False,000859.npy
False,,,0.0,,,False,000860.npy
False,,,0.0,,,False,000861.npy
False,,,0.0,,,False,000862.npy
False,,,0.0,,,False,000863.npy
False,,,0.0,,,False,000864.npy
False,,,0.0,,,False,000865.npy
False,,,0.0,,,False,000866.npy
False,,,0.0,,,False,000867.npy
False,,,0.0,,,False,000868.npy
False,,,0.0,,,False,000869.npy
False,,,0.0,,,False,000870.npy
False,,,0.0,,,False,000871.npy
False,,,0.0,,,False,000872.npy
False,,,0.0,,,False,000873.npy
False,,,0.0,,,False,000874.npy
False,,,0.0,,,False,000875.npy
False,,,0.0,,,False,000876.npy
False,,,0.0,,,False,000877.npy
False,,,0.0,,,False,000878.npy
False,,,0.0,,,False,000879.npy
False,,,0.0,,,False,000880.npy
False,,,0.0,,,False,000881.npy
False,,,0.0,,,False,000882.npy
False,,,0.0,,,False,000883.npy
False,,,0.0,,,False,000884.npy
False,,,0.0,,,False,000885.npy
False,,,0.0,,,False,000886.npy
False,,,0.0,,,False,000887.npy
False,,,0.0,,,False,000888.npy
False,,,0.0,,,False,000889.npy
False,,,0.0,,,False,000890.npy
False,,,0.0,,,False,000891.npy
False,,,0.0,,,False,000892.npy
False,,,0.0,,,False,000893.npy
False,,,0.0,,,False,000894.npy
False,,,0.0,,,False,000895.npy
False,,,0.0,,,False,000896.npy
False,,,0.0,,,False,000897.npy
False,,,0.0,,,False,000898.npy
False,,,0.0,,,False,000899.npy
False,,,0.0,,,False,000900.npy
False,,,0.0,,,False,000901.npy
False,,,0.0,,,False,000902.npy
False,,,0.0,,,False,000903.npy
False,,,0.0,,,False,000904.npy
False,,,0.0,,,False,000905.npy
False,,,0.0,,,False,000906.npy
False,,,0.0,,,False,000907.npy
False,,,0.0,,,False,000908.npy
False,,,0.0,,,False,000909.npy
False,,,0.0,,,False,000910.npy
False,,,0.0,,,False,000911.npy
False,,,0.0,,,False,000912.npy
False,,,0.0,,,False,000913.npy
False,,,0.0,,,False,000914.npy
False,,,0.0,,,False,000915.npy
False,,,0.0,,,False,000916.npy
False,,,0.0,,,False,000917.npy
False,,,0.0,,,False,000918.npy
False,,,0.0,,,False,000919.npy
False,,,0.0,,,False,000920.npy
False,,,0.0,,,False,000921.npy
False,,,0.0,,,False,000922.npy
False,,,0.0,,,False,000923.npy
False,,,0.0,,,False,000924.npy
False,,,0.0,,,False,000925.npy
False,,,0.0,,,False,000926.npy
False,,,0.0,,,False,000927.npy
False,,,0.0,,,False,000928.npy
False,,,0.0,,,False,000929.npy
False,,,0.0,,,False,000930.npy
False,,,0.0,,,False,000931.npy
False,,,0.0,,,False,000932.npy
False,,,0.0,,,False,000933.npy
True,196.0,below,0.23046875,0.9462538957595825,0.9373675847457628,False,000934.npy
False,,,0.0,,,False,000935.npy
False,,,0.0,,,False,000936.npy
False,,,0.0,,,False,000937.npy
False,,,0.0,,,False,000938.npy
False,,,0.0,,,False,000939.npy
False,,,0.0,,,False,000940.npy
False,,,0.0,,,False,000941.npy
False,,,0.0,,,False,000942.npy
False,,,0.0,,,False,000943.npy
False,,,0.0,,,False,000944.npy
False,,,0.0,,,False,000945.npy
False,,,0.0,,,False,000946.npy
False,,,0.0,,,False,000947.npy
False,,,0.0,,,False,000948.npy
False,,,0.0,,,False,000949.npy
False,,,0.0,,,False,000950.npy
False,,,0.0,,,False,000951.npy
False,,,0.0,,,False,000952.npy
False,,,0.0,,,False,000953.npy
False,,,0.0,,,False,000954.npy
False,,,0.0,,,False,000955.npy
False,,,0.0,,,False,000956.npy
False,,,0.0,,,False,000957.npy
False,,,0.0,,,False,000958.npy
False,,,0.0,,,False,000959.npy
False,,,0.0,,,False,000960.npy
False,,,0.0,,,False,000961.npy
False,,,0.0,,,False,000962.npy
False,,,0.0,,,False,000963.npy
False,,,0.0,,,False,000964.npy
False,,,0.0,,,False,000965.npy
False,,,0.0,,,False,000966.npy
False,,,0.0,,,False,000967.npy
False,,,0.0,,,False,000968.npy
False,,,0.0,,,False,000969.npy
False,,,0.0,,,False,000970.npy
False,,,0.0,,,False,000971.npy
False,,,0.0,,,False,000972.npy
False,,,0.0,,,False,000973.npy
False,,,0.0,,,False,000974.npy
False,,,0.0,,,False,000975.npy
False,,,0.0,,,False,000976.npy
False,,,0.0,,,False,000977.npy
False,,,0.0,,,False,000978.npy
False,,,0.0,,,False,000979.npy
False,,,0.0,,,False,000980.npy
False,,,0.0,,,False,000981.npy
False,,,0.0,,,False,000982.npy
False,,,0.0,,,False,000983.npy
False,,,0.0,,,False,000984.npy
False,,,0.0,,,False,000985.npy
False,,,0.0,,,False,000986.npy
False,,,0.0,,,False,000987.npy
False,,,0.0,,,False,000988.npy
False,,,0.0,,,False,000989.npy
False,,,0.0,,,False,000990.npy
False,,,0.0,,,False,000991.npy
False,,,0.0,,,False,000992.npy
False,,,0.0,,,False,000993.npy
False,,,0.0,,,False,000994.npy
False,,,0.0,,,False,000995.npy
False,,,0.0,,,False,000996.npy
False,,,0.0,,,False,000997.npy
False,,,0.0,,,False,000998.npy
False,,,0.0,,,False,000999.npy
False,,,0.0,,,False,001000.npy
False,,,0.0,,,False,001001.npy
False,,,0.0,,,False,001002.npy
False,,,0.0,,,False,001003.npy
False,,,0.0,,,False,001004.npy
False,,,0.0,,,False,001005.npy
False,,,0.0,,,False,001006.npy
False,,,0.0,,,False,001007.npy
False,,,0.0,,,False,001008.npy
False,,,0.0,,,False,001009.npy
False,,,0.0,,,False,001010.npy
False,,,0.0,,,False,001011.npy
False,,,0.0,,,False,001012.npy
False,,,0.0,,,False,001013.npy
False,,,0.0,,,False,001014.npy
False,,,0.0,,,False,001015.npy
False,,,0.0,,,False,001016.npy
False,,,0.0,,,False,001017.npy
False,,,0.0,,,False,001018.npy
False,,,0.0,,,False,001019.npy
False,,,0.0,,,False,001020.npy
False,,,0.0,,,False,001021.npy
False,,,0.0,,,False,001022.npy
False,,,0.0,,,False,001023.npy
False,,,0.0,,,False,001024.npy
False,,,0.0,,,False,001025.npy
False,,,0.0,,,False,001026.npy
False,,,0.0,,,False,001027.npy
False,,,0.0,,,False,001028.npy
False,,,0.0,,,False,001029.npy
False,,,0.0,,,False,001030.npy
False,,,0.0,,,False,001031.npy
False,,,0.0,,,False,001032.npy
False,,,0.0,,,False,001033.npy
False,,,0.0,,,False,001034.npy
False,,,0.0,,,False,001035.npy
False,,,0.0,,,False,001036.npy
False,,,0.0,,,False,001037.npy
False,,,0.0,,,False,001038.npy
False,,,0.0,,,False,001039.npy
False,,,0.0,,,False,001040.npy
False,,,0.0,,,False,001041.npy
False,,,0.0,,,False,001042.npy
False,,,0.0,,,False,001043.npy
False,,,0.0,,,False,001044.npy
False,,,0.0,,,False,001045.npy
False,,,0.0,,,False,001046.npy
False,,,0.0,,,False,001047.npy
False,,,0.0,,,False,001048.npy
False,,,0.0,,,False,001049.npy
False,,,0.0,,,False,001050.npy
False,,,0.0,,,False,001051.npy
False,,,0.0,,,False,001052.npy
False,,,0.0,,,False,001053.npy
False,,,0.0,,,False,001054.npy
False,,,0.0,,,False,001055.npy
False,,,0.0,,,False,001056.npy
False,,,0.0,,,False,001057.npy
False,,,0.0,,,False,001058.npy
False,,,0.0,,,False,001059.npy
False,,,0.0,,,False,001060.npy
False,,,0.0,,,False,001061.npy
False,,,0.0,,,False,001062.npy
False,,,0.0,,,False,001063.npy
False,,,0.0,,,False,001064.npy
False,,,0.0,,,False,001065.npy
False,,,0.0,,,False,001066.npy
False,,,0.0,,,False,001067.npy
False,,,0.0,,,False,001068.npy
False,,,0.0,,,False,001069.npy
False,,,0.0,,,False,001070.npy
False,,,0.0,,,False,001071.npy
False,,,0.0,,,False,001072.npy
False,,,0.0,,,False,001073.npy
False,,,0.0,,,False,001074.npy
False,,,0.0,,,False,001075.npy
False,,,0.0,,,False,001076.npy
False,,,0.0,,,False,001077.npy
False,,,0.0,,,False,001078.npy
False,,,0.0,,,False,001079.npy
False,,,0.0,,,False,001080.npy
False,,,0.0,,,False,001081.npy
False,,,0.0,,,False,001082.npy
False,,,0.0,,,False,001083.npy
False,,,0.0,,,False,001084.npy
False,,,0.0,,,False,001085.npy
False,,,0.0,,,False,001086.npy
False,,,0.0,,,False,001087.npy
False,,,0.0,,,False,001088.npy
False,,,0.0,,,False,001089.npy
False,,,0.0,,,False,001090.npy
False,,,0.0,,,False,001091.npy
False,,,0.0,,,False,001092.npy
False,,,0.0,,,False,001093.npy
False,,,0.0,,,False,001094.npy
False,,,0.0,,,False,001095.npy
False,,,0.0,,,False,001096.npy
False,,,0.0,,,False,001097.npy
False,,,0.0,,,False,001098.npy
False,,,0.0,,,False,001099.npy
False,,,0.0,,,False,001100.npy
False,,,0.0,,,False,001101.npy
False,,,0.0,,,False,001102.npy
False,,,0.0,,,False,001103.npy
False,,,0.0,,,False,001104.npy
False,,,0.0,,,False,001105.npy
True,209.0,below,0.1796875,0.9097090363502502,0.8650645380434783,False,001106.npy
False,,,0.0,,,False,001107.npy
False,,,0.0,,,False,001108.npy
False,,,0.0,,,False,001109.npy
False,,,0.0,,,False,001110.npy
False,,,0.0,,,False,001111.npy
False,,,0.0,,,False,001112.npy
False,,,0.0,,,False,001113.npy
False,,,0.0,,,False,001114.npy
False,,,0.0,,,False,001115.npy
False,,,0.0,,,False,001116.npy
False,,,0.0,,,False,001117.npy
False,,,0.0,,,False,001118.npy
False,,,0.0,,,False,001119.npy
False,,,0.0,,,False,001120.npy
False,,,0.0,,,False,001121.npy
False,,,0.0,,,False,001122.npy
False,,,0.0,,,False,001123.npy
False,,,0.0,,,False,001124.npy
False,,,0.0,,,False,001125.npy
False,,,0.0,,,False,001126.npy
False,,,0.0,,,False,001127.npy
False,,,0.0,,,False,001128.npy
False,,,0.0,,,False,001129.npy
False,,,0.0,,,False,001130.npy
False,,,0.0,,,False,001131.npy
False,,,0.0,,,False,001132.npy
False,,,0.0,,,False,001133.npy
False,,,0.0,,,False,001134.npy
False,,,0.0,,,False,001135.npy
False,,,0.0,,,False,001136.npy
False,,,0.0,,,False,001137.npy
False,,,0.0,,,False,001138.npy
False,,,0.0,,,False,001139.npy
False,,,0.0,,,False,001140.npy
False,,,0.0,,,False,001141.npy
False,,,0.0,,,False,001142.npy
False,,,0.0,,,False,001143.npy
False,,,0.0,,,False,001144.npy
False,,,0.0,,,False,001145.npy
False,,,0.0,,,False,001146.npy
False,,,0.0,,,False,001147.npy
False,,,0.0,,,False,001148.npy
False,,,0.0,,,False,001149.npy
False,,,0.0,,,False,001150.npy
False,,,0.0,,,False,001151.npy
False,,,0.0,,,False,001152.npy
False,,,0.0,,,False,001153.npy
False,,,0.0,,,False,001154.npy
False,,,0.0,,,False,001155.npy
False,,,0.0,,,False,001156.npy
False,,,0.0,,,False,001157.npy
False,,,0.0,,,False,001158.npy
False,,,0.0,,,False,001159.npy
False,,,0.0,,,False,001160.npy
False,,,0.0,,,False,001161.npy
False,,,0.0,,,False,001162.npy
False,,,0.0,,,False,001163.npy
False,,,0.0,,,False,001164.npy
False,,,0.0,,,False,001165.npy
False,,,0.0,,,False,001166.npy
False,,,0.0,,,False,001167.npy
False,,,0.0,,,False,001168.npy
False,,,0.0,,,False,001169.npy
False,,,0.0,,,False,001170.npy
False,,,0.0,,,False,001171.npy
False,,,0.0,,,False,001172.npy
False,,,0.0,,,False,001173.npy
False,,,0.0,,,False,001174.npy
False,,,0.0,,,False,001175.npy
False,,,0.0,,,False,001176.npy
False,,,0.0,,,False,001177.npy
False,,,0.0,,,False,001178.npy
False,,,0.0,,,False,001179.npy
False,,,0.0,,,False,001180.npy
False,,,0.0,,,False,001181.npy
False,,,0.0,,,False,001182.npy
False,,,0.0,,,False,001183.npy
False,,,0.0,,,False,001184.npy
False,,,0.0,,,False,001185.npy
False,,,0.0,,,False,001186.npy
False,,,0.0,,,False,001187.npy
False,,,0.0,,,False,001188.npy
False,,,0.0,,,False,001189.npy
False,,,0.0,,,False,001190.npy
False,,,0.0,,,False,001191.npy
False,,,0.0,,,False,001192.npy
False,,,0.0,,,False,001193.npy
False,,,0.0,,,False,001194.npy
False,,,0.0,,,False,001195.npy
False,,,0.0,,,False,001196.npy
False,,,0.0,,,False,001197.npy
False,,,0.0,,,False,001198.npy
False,,,0.0,,,False,001199.npy
False,,,0.0,,,False,001200.npy
False,,,0.0,,,False,001201.npy
False,,,0.0,,,False,001202.npy
False,,,0.0,,,False,001203.npy
False,,,0.0,,,False,001204.npy
False,,,0.0,,,False,001205.npy
False,,,0.0,,,False,001206.npy
False,,,0.0,,,False,001207.npy
False,,,0.0,,,False,001208.npy
False,,,0.0,,,False,001209.npy
False,,,0.0,,,False,001210.npy
False,,,0.0,,,False,001211.npy
False,,,0.0,,,False,001212.npy
False,,,0.0,,,False,001213.npy
False,,,0.0,,,False,001214.npy
False,,,0.0,,,False,001215.npy
False,,,0.0,,,False,001216.npy
False,,,0.0,,,False,001217.npy
False,,,0.0,,,False,001218.npy
False,,,0.0,,,False,001219.npy
False,,,0.0,,,False,001220.npy
False,,,0.0,,,False,001221.npy
False,,,0.0,,,False,001222.npy
False,,,0.0,,,False,001223.npy
False,,,0.0,,,False,001224.npy
False,,,0.0,,,False,001225.npy
False,,,0.0,,,False,001226.npy
False,,,0.0,,,False,001227.npy
False,,,0.0,,,False,001228.npy
False,,,0.0,,,False,001229.npy
False,,,0.0,,,False,001230.npy
False,,,0.0,,,False,001231.npy
False,,,0.0,,,False,001232.npy
False,,,0.0,,,False,001233.npy
False,,,0.0,,,False,001234.npy
False,,,0.0,,,False,001235.npy
False,,,0.0,,,False,001236.npy
False,,,0.0,,,False,001237.npy
False,,,0.0,,,False,001238.npy
False,,,0.0,,,False,001239.npy
False,,,0.0,,,False,001240.npy
False,,,0.0,,,False,001241.npy
False,,,0.0,,,False,001242.npy
False,,,0.0,,,False,001243.npy
False,,,0.0,,,False,001244.npy
False,,,0.0,,,False,001245.npy
False,,,0.0,,,False,001246.npy
False,,,0.0,,,False,001247.npy
False,,,0.0,,,False,001248.npy
False,,,0.0,,,False,001249.npy
False,,,0.0,,,False,001250.npy
False,,,0.0,,,False,001251.npy
False,,,0.0,,,False,001252.npy
False,,,0.0,,,False,001253.npy
False,,,0.0,,,False,001254.npy
False,,,0.0,,,False,001255.npy
False,,,0.0,,,False,001256.npy
False,,,0.0,,,False,001257.npy
False,,,0.0,,,False,001258.npy
False,,,0.0,,,False,001259.npy
False,,,0.0,,,False,001260.npy
False,,,0.0,,,False,001261.npy
False,,,0.0,,,False,001262.npy
False,,,0.0,,,False,001263.npy
False,,,0.0,,,False,001264.npy
False,,,0.0,,,False,001265.npy
False,,,0.0,,,False,001266.npy
False,,,0.0,,,False,001267.npy
False,,,0.0,,,False,001268.npy
False,,,0.0,,,False,001269.npy
False,,,0.0,,,False,001270.npy
False,,,0.0,,,False,001271.npy
False,,,0.0,,,False,001272.npy
False,,,0.0,,,False,001273.npy
False,,,0.0,,,False,001274.npy
False,,,0.0,,,False,001275.npy
False,,,0.0,,,False,001276.npy
False,,,0.0,,,False,001277.npy
False,,,0.0,,,False,001278.npy
False,,,0.0,,,False,001279.npy
False,,,0.0,,,False,001280.npy
False,,,0.0,,,False,001281.npy
False,,,0.0,,,False,001282.npy
False,,,0.0,,,False,001283.npy
False,,,0.0,,,False,001284.npy
False,,,0.0,,,False,001285.npy
False,,,0.0,,,False,001286.npy
False,,,0.0,,,False,001287.npy
False,,,0.0,,,False,001288.npy
False,,,0.0,,,False,001289.npy
False,,,0.0,,,False,001290.npy
False,,,0.0,,,False,001291.npy
False,,,0.0,,,False,001292.npy
False,,,0.0,,,False,001293.npy
False,,,0.0,,,False,001294.npy
False,,,0.0,,,False,001295.npy
False,,,0.0,,,False,001296.npy
False,,,0.0,,,False,001297.npy
False,,,0.0,,,False,001298.npy
False,,,0.0,,,False,001299.npy
False,,,0.0,,,False,001300.npy
False,,,0.0,,,False,001301.npy
False,,,0.0,,,False,001302.npy
False,,,0.0,,,False,001303.npy
False,,,0.0,,,False,001304.npy
False,,,0.0,,,False,001305.npy
False,,,0.0,,,False,001306.npy
False,,,0.0,,,False,001307.npy
False,,,0.0,,,False,001308.npy
False,,,0.0,,,False,001309.npy
False,,,0.0,,,False,001310.npy
False,,,0.0,,,False,001311.npy
False,,,0.0,,,False,001312.npy
False,,,0.0,,,False,001313.npy
False,,,0.0,,,False,001314.npy
False,,,0.0,,,False,001315.npy
False,,,0.0,,,False,001316.npy
False,,,0.0,,,False,001317.npy
False,,,0.0,,,False,001318.npy
False,,,0.0,,,False,001319.npy
False,,,0.0,,,False,001320.npy
False,,,0.0,,,False,001321.npy
False,,,0.0,,,False,001322.npy
False,,,0.0,,,False,001323.npy
False,,,0.0,,,False,001324.npy
False,,,0.0,,,False,001325.npy
False,,,0.0,,,False,001326.npy
False,,,0.0,,,False,001327.npy
False,,,0.0,,,False,001328.npy
False,,,0.0,,,False,001329.npy
False,,,0.0,,,False,001330.npy
False,,,0.0,,,False,001331.npy
False,,,0.0,,,False,001332.npy
False,,,0.0,,,False,001333.npy
False,,,0.0,,,False,001334.npy
False,,,0.0,,,False,001335.npy
False,,,0.0,,,False,001336.npy
False,,,0.0,,,False,001337.npy
False,,,0.0,,,False,001338.npy
False,,,0.0,,,False,001339.npy
False,,,0.0,,,False,001340.npy
False,,,0.0,,,False,001341.npy
False,,,0.0,,,False,001342.npy
False,,,0.0,,,False,001343.npy
False,,,0.0,,,False,001344.npy
False,,,0.0,,,False,001345.npy
False,,,0.0,,,False,001346.npy
False,,,0.0,,,False,001347.npy
False,,,0.0,,,False,001348.npy
False,,,0.0,,,False,001349.npy
False,,,0.0,,,False,001350.npy
False,,,0.0,,,False,001351.npy
False,,,0.0,,,False,001352.npy
False,,,0.0,,,False,001353.npy
False,,,0.0,,,False,001354.npy
False,,,0.0,,,False,001355.npy
False,,,0.0,,,False,001356.npy
False,,,0.0,,,False,001357.npy
False,,,0.0,,,False,001358.npy
False,,,0.0,,,False,001359.npy
False,,,0.0,,,False,001360.npy
False,,,0.0,,,False,001361.npy
False,,,0.0,,,False,001362.npy
False,,,0.0,,,False,001363.npy
False,,,0.0,,,False,001364.npy
False,,,0.0,,,False,001365.npy
False,,,0.0,,,False,001366.npy
False,,,0.0,,,False,001367.npy
False,,,0.0,,,False,001368.npy
False,,,0.0,,,False,001369.npy
False,,,0.0,,,False,001370.npy
False,,,0.0,,,False,001371.npy
False,,,0.0,,,False,001372.npy
False,,,0.0,,,False,001373.npy
False,,,0.0,,,False,001374.npy
False,,,0.0,,,False,001375.npy
False,,,0.0,,,False,001376.npy
False,,,0.0,,,False,001377.npy
False,,,0.0,,,False,001378.npy
False,,,0.0,,,False,001379.npy
False,,,0.0,,,False,001380.npy
False,,,0.0,,,False,001381.npy
False,,,0.0,,,False,001382.npy
False,,,0.0,,,False,001383.npy
False,,,0.0,,,False,001384.npy
False,,,0.0,,,False,001385.npy
False,,,0.0,,,False,001386.npy
False,,,0.0,,,False,001387.npy
False,,,0.0,,,False,001388.npy
False,,,0.0,,,False,001389.npy
False,,,0.0,,,False,001390.npy
False,,,0.0,,,False,001391.npy
False,,,0.0,,,False,001392.npy
False,,,0.0,,,False,001393.npy
False,,,0.0,,,False,001394.npy
False,,,0.0,,,False,001395.npy
False,,,0.0,,,False,001396.npy
False,,,0.0,,,False,001397.npy
False,,,0.0,,,False,001398.npy
False,,,0.0,,,False,001399.npy
False,,,0.0,,,False,001400.npy
False,,,0.0,,,False,001401.npy
False,,,0.0,,,False,001402.npy
False,,,0.0,,,False,001403.npy
False,,,0.0,,,False,001404.npy
False,,,0.0,,,False,001405.npy
False,,,0.0,,,False,001406.npy
False,,,0.0,,,False,001407.npy
False,,,0.0,,,False,001408.npy
False,,,0.0,,,False,001409.npy
False,,,0.0,,,False,001410.npy
False,,,0.0,,,False,001411.npy
False,,,0.0,,,False,001412.npy
False,,,0.0,,,False,001413.npy
False,,,0.0,,,False,001414.npy
False,,,0.0,,,False,001415.npy
False,,,0.0,,,False,001416.npy
False,,,0.0,,,False,001417.npy
False,,,0.0,,,False,001418.npy
False,,,0.0,,,False,001419.npy
False,,,0.0,,,False,001420.npy
False,,,0.0,,,False,001421.npy
False,,,0.0,,,False,001422.npy
False,,,0.0,,,False,001423.npy
False,,,0.0,,,False,001424.npy
False,,,0.0,,,False,001425.npy
False,,,0.0,,,False,001426.npy
False,,,0.0,,,False,001427.npy
False,,,0.0,,,False,001428.npy
False,,,0.0,,,False,001429.npy
False,,,0.0,,,False,001430.npy
False,,,0.0,,,False,001431.npy
False,,,0.0,,,False,001432.npy
False,,,0.0,,,False,001433.npy
False,,,0.0,,,False,001434.npy
False,,,0.0,,,False,001435.npy
False,,,0.0,,,False,001436.npy
False,,,0.0,,,False,001437.npy
False,,,0.0,,,False,001438.npy
False,,,0.0,,,False,001439.npy
False,,,0.0,,,False,001440.npy
False,,,0.0,,,False,001441.npy
False,,,0.0,,,False,001442.npy
False,,,0.0,,,False,001443.npy
False,,,0.0,,,False,001444.npy
False,,,0.0,,,False,001445.npy
False,,,0.0,,,False,001446.npy
False,,,0.0,,,False,001447.npy
False,,,0.0,,,False,001448.npy
False,,,0.0,,,False,001449.npy
False,,,0.0,,,False,001450.npy
False,,,0.0,,,False,001451.npy
False,,,0.0,,,False,001452.npy
False,,,0.0,,,False,001453.npy
False,,,0.0,,,False,001454.npy
False,,,0.0,,,False,001455.npy
False,,,0.0,,,False,001456.npy
False,,,0.0,,,False,001457.npy
False,,,0.0,,,False,001458.npy
False,,,0.0,,,False,001459.npy
False,,,0.0,,,False,001460.npy
False,,,0.0,,,False,001461.npy
False,,,0.0,,,False,001462.npy
False,,,0.0,,,False,001463.npy
False,,,0.0,,,False,001464.npy
False,,,0.0,,,False,001465.npy
False,,,0.0,,,False,001466.npy
False,,,0.0,,,False,001467.npy
False,,,0.0,,,False,001468.npy
False,,,0.0,,,False,001469.npy
False,,,0.0,,,False,001470.npy
False,,,0.0,,,False,001471.npy
False,,,0.0,,,False,001472.npy
False,,,0.0,,,False,001473.npy
False,,,0.0,,,False,001474.npy
False,,,0.0,,,False,001475.npy
False,,,0.0,,,False,001476.npy
False,,,0.0,,,False,001477.npy
False,,,0.0,,,False,001478.npy
False,,,0.0,,,False,001479.npy
False,,,0.0,,,False,001480.npy
False,,,0.0,,,False,001481.npy
False,,,0.0,,,False,001482.npy
False,,,0.0,,,False,001483.npy
False,,,0.0,,,False,001484.npy
False,,,0.0,,,False,001485.npy
False,,,0.0,,,False,001486.npy
False,,,0.0,,,False,001487.npy
False,,,0.0,,,False,001488.npy
False,,,0.0,,,False,001489.npy
False,,,0.0,,,False,001490.npy
False,,,0.0,,,False,001491.npy
False,,,0.0,,,False,001492.npy
False,,,0.0,,,False,001493.npy
False,,,0.0,,,False,001494.npy
False,,,0.0,,,False,001495.npy
False,,,0.0,,,False,001496.npy
False,,,0.0,,,False,001497.npy
False,,,0.0,,,False,001498.npy
False,,,0.0,,,False,001499.npy
False,,,0.0,,,False,001500.npy
False,,,0.0,,,False,001501.npy
False,,,0.0,,,False,001502.npy
False,,,0.0,,,False,001503.npy
False,,,0.0,,,False,001504.npy
False,,,0.0,,,False,001505.npy
False,,,0.0,,,False,001506.npy
False,,,0.0,,,False,001507.npy
False,,,0.0,,,False,001508.npy
False,,,0.0,,,False,001509.npy
False,,,0.0,,,False,001510.npy
False,,,0.0,,,False,001511.npy
False,,,0.0,,,False,001512.npy
False,,,0.0,,,False,001513.npy
False,,,0.0,,,False,001514.npy
False,,,0.0,,,False,001515.npy
False,,,0.0,,,False,001516.npy
False,,,0.0,,,False,001517.npy
False,,,0.0,,,False,001518.npy
False,,,0.0,,,False,001519.npy
False,,,0.0,,,False,001520.npy
False,,,0.0,,,False,001521.npy
False,,,0.0,,,False,001522.npy
False,,,0.0,,,False,001523.npy
False,,,0.0,,,False,001524.npy
False,,,0.0,,,False,001525.npy
False,,,0.0,,,False,001526.npy
False,,,0.0,,,False,001527.npy
False,,,0.0,,,False,001528.npy
False,,,0.0,,,False,001529.npy
False,,,0.0,,,False,001530.npy
False,,,0.0,,,False,001531.npy
False,,,0.0,,,False,001532.npy
False,,,0.0,,,False,001533.npy
False,,,0.0,,,False,001534.npy
False,,,0.0,,,False,001535.npy
False,,,0.0,,,False,001536.npy
False,,,0.0,,,False,001537.npy
False,,,0.0,,,False,001538.npy
False,,,0.0,,,False,001539.npy
False,,,0.0,,,False,001540.npy
False,,,0.0,,,False,001541.npy
False,,,0.0,,,False,001542.npy
