file,cluster,split
001398.npy,0,train
001399.npy,5,train
001400.npy,0,train
001401.npy,2,train
001402.npy,2,train
001403.npy,0,train
001404.npy,0,train
001405.npy,12,train
001406.npy,6,val
001407.npy,6,val
001408.npy,6,val
001409.npy,0,train
001410.npy,2,train
001411.npy,0,train
001412.npy,0,train
001413.npy,0,train
001414.npy,0,train
001415.npy,0,train
001416.npy,11,train
001417.npy,11,train
001418.npy,11,train
001419.npy,0,train
001420.npy,0,train
001421.npy,0,train
001422.npy,0,train
001423.npy,6,val
001424.npy,0,train
001425.npy,0,train
001426.npy,0,train
001427.npy,11,train
001428.npy,1,train
001429.npy,4,val
001430.npy,13,train
001431.npy,10,train
001432.npy,0,train
001433.npy,0,train
001434.npy,2,train
001435.npy,6,val
001436.npy,0,train
001437.npy,13,train
001438.npy,1,train
001439.npy,13,train
001440.npy,7,train
001441.npy,10,train
001442.npy,10,train
001443.npy,10,train
001444.npy,6,val
001445.npy,6,val
001446.npy,7,train
001447.npy,1,train
001448.npy,7,train
001449.npy,2,train
001450.npy,6,val
001451.npy,2,train
001452.npy,6,val
001453.npy,0,train
001454.npy,2,train
001455.npy,1,train
001456.npy,13,train
001457.npy,15,train
001458.npy,2,train
001459.npy,2,train
001460.npy,0,train
001461.npy,1,train
001462.npy,1,train
001463.npy,1,train
001464.npy,0,train
001465.npy,0,train
001466.npy,0,train
001467.npy,1,train
001468.npy,4,val
001469.npy,12,train
001470.npy,2,train
001471.npy,6,val
001472.npy,0,train
001473.npy,5,train
001474.npy,0,train
001475.npy,5,train
001476.npy,14,train
001477.npy,14,train
001478.npy,7,train
001479.npy,13,train
001480.npy,13,train
001481.npy,13,train
001482.npy,6,val
001483.npy,2,train
001484.npy,6,val
001485.npy,2,train
001486.npy,2,train
001487.npy,2,train
001488.npy,6,val
001489.npy,0,train
001490.npy,6,val
001491.npy,5,train
001492.npy,2,train
001493.npy,2,train
001494.npy,18,train
001495.npy,18,train
001496.npy,18,train
001497.npy,10,train
001498.npy,12,train
001499.npy,10,train
001500.npy,10,train
001501.npy,12,train
001502.npy,10,train
001503.npy,0,train
001504.npy,0,train
001505.npy,0,train
001506.npy,13,train
001507.npy,7,train
001508.npy,10,train
001509.npy,6,val
001510.npy,6,val
001511.npy,6,val
001512.npy,14,train
001513.npy,14,train
001514.npy,17,train
001515.npy,10,train
001516.npy,10,train
001517.npy,10,train
001518.npy,6,val
001519.npy,6,val
001520.npy,10,train
001521.npy,18,train
001522.npy,18,train
001523.npy,18,train
001524.npy,11,train
001525.npy,0,train
001526.npy,0,train
001527.npy,18,train
001528.npy,18,train
001529.npy,18,train
001530.npy,0,train
001531.npy,0,train
001532.npy,11,train
001533.npy,0,train
001534.npy,2,train
001535.npy,0,train
001536.npy,7,train
001537.npy,12,train
001538.npy,13,train
001539.npy,13,train
001540.npy,14,train
001541.npy,14,train
001542.npy,1,train
001543.npy,4,val
001544.npy,12,train
001545.npy,13,train
001546.npy,14,train
001547.npy,14,train
001548.npy,1,train
001549.npy,19,val
001550.npy,11,train
001551.npy,7,train
001552.npy,7,train
001553.npy,7,train
001554.npy,16,train
001555.npy,13,train
001556.npy,4,val
001557.npy,10,train
001558.npy,10,train
001559.npy,10,train
001560.npy,2,train
001561.npy,2,train
001562.npy,2,train
001563.npy,0,train
001564.npy,0,train
001565.npy,0,train
001566.npy,13,train
001567.npy,7,train
001568.npy,10,train
001569.npy,6,val
001570.npy,6,val
001571.npy,6,val
001572.npy,5,train
001573.npy,5,train
001574.npy,5,train
001575.npy,6,val
001576.npy,6,val
001577.npy,6,val
001578.npy,6,val
001579.npy,0,train
001580.npy,0,train
001581.npy,14,train
001582.npy,14,train
001583.npy,11,train
001584.npy,0,train
001585.npy,0,train
001586.npy,5,train
001587.npy,0,train
001588.npy,0,train
001589.npy,1,train
001590.npy,0,train
001591.npy,0,train
001592.npy,0,train
001593.npy,8,train
001594.npy,8,train
001595.npy,19,val
001596.npy,14,train
001597.npy,14,train
001598.npy,14,train
001599.npy,10,train
001600.npy,10,train
001601.npy,10,train
001602.npy,1,train
001603.npy,13,train
001604.npy,1,train
001605.npy,10,train
001606.npy,7,train
001607.npy,10,train
001608.npy,11,train
001609.npy,11,train
001610.npy,11,train
001611.npy,1,train
001612.npy,1,train
001613.npy,1,train
001614.npy,7,train
001615.npy,10,train
001616.npy,10,train
001617.npy,10,train
001618.npy,10,train
001619.npy,10,train
001620.npy,16,train
001621.npy,13,train
001622.npy,16,train
001623.npy,2,train
001624.npy,2,train
001625.npy,2,train
001626.npy,7,train
001627.npy,10,train
001628.npy,7,train
001629.npy,6,val
001630.npy,6,val
001631.npy,6,val
001632.npy,6,val
001633.npy,2,train
001634.npy,6,val
001635.npy,6,val
001636.npy,6,val
001637.npy,0,train
001638.npy,6,val
001639.npy,6,val
001640.npy,10,train
001641.npy,6,val
001642.npy,2,train
001643.npy,2,train
001644.npy,18,train
001645.npy,12,train
001646.npy,12,train
001647.npy,0,train
001648.npy,6,val
001649.npy,6,val
001650.npy,0,train
001651.npy,0,train
001652.npy,0,train
001653.npy,2,train
001654.npy,2,train
001655.npy,2,train
001656.npy,2,train
001657.npy,2,train
001658.npy,2,train
001659.npy,11,train
001660.npy,11,train
001661.npy,11,train
001662.npy,0,train
001663.npy,0,train
001664.npy,0,train
001665.npy,5,train
001666.npy,0,train
001667.npy,11,train
001668.npy,14,train
001669.npy,6,val
001670.npy,10,train
001671.npy,6,val
001672.npy,0,train
001673.npy,6,val
001674.npy,13,train
001675.npy,14,train
001676.npy,14,train
001677.npy,15,train
001678.npy,5,train
001679.npy,5,train
001680.npy,7,train
001681.npy,14,train
001682.npy,7,train
001683.npy,5,train
001684.npy,5,train
001685.npy,5,train
001686.npy,7,train
001687.npy,10,train
001688.npy,7,train
001689.npy,13,train
001690.npy,13,train
001691.npy,13,train
001692.npy,6,val
001693.npy,6,val
001694.npy,6,val
001695.npy,2,train
001696.npy,0,train
001697.npy,5,train
001698.npy,14,train
001699.npy,14,train
001700.npy,14,train
001701.npy,6,val
001702.npy,6,val
001703.npy,6,val
001704.npy,6,val
001705.npy,6,val
001706.npy,6,val
001707.npy,10,train
001708.npy,10,train
001709.npy,10,train
001710.npy,0,train
001711.npy,5,train
001712.npy,0,train
001713.npy,0,train
001714.npy,6,val
001715.npy,6,val
001716.npy,5,train
001717.npy,5,train
001718.npy,15,train
001719.npy,12,train
001720.npy,6,val
001721.npy,10,train
001722.npy,11,train
001723.npy,11,train
001724.npy,11,train
001725.npy,6,val
001726.npy,0,train
001727.npy,0,train
001728.npy,11,train
001729.npy,11,train
001730.npy,14,train
001731.npy,6,val
001732.npy,6,val
001733.npy,0,train
001734.npy,0,train
001735.npy,6,val
001736.npy,10,train
001737.npy,0,train
001738.npy,6,val
001739.npy,6,val
001740.npy,6,val
001741.npy,1,train
001742.npy,8,train
001743.npy,14,train
001744.npy,10,train
001745.npy,10,train
001746.npy,5,train
001747.npy,0,train
001748.npy,0,train
001749.npy,13,train
001750.npy,14,train
001751.npy,11,train
001752.npy,0,train
001753.npy,0,train
001754.npy,0,train
001755.npy,0,train
001756.npy,5,train
001757.npy,6,val
001758.npy,6,val
001759.npy,18,train
001760.npy,18,train
001761.npy,6,val
001762.npy,6,val
001763.npy,6,val
001764.npy,7,train
001765.npy,7,train
001766.npy,7,train
001767.npy,0,train
001768.npy,0,train
001769.npy,6,val
001770.npy,10,train
001771.npy,7,train
001772.npy,5,train
001773.npy,0,train
001774.npy,0,train
001775.npy,6,val
001776.npy,10,train
001777.npy,6,val
001778.npy,6,val
001779.npy,0,train
001780.npy,0,train
001781.npy,0,train
001782.npy,18,train
001783.npy,5,train
001784.npy,5,train
001785.npy,6,val
001786.npy,7,train
001787.npy,7,train
001788.npy,8,train
001789.npy,8,train
001790.npy,8,train
001791.npy,0,train
001792.npy,0,train
001793.npy,0,train
001794.npy,6,val
001795.npy,6,val
001796.npy,6,val
001797.npy,13,train
001798.npy,1,train
001799.npy,14,train
001800.npy,14,train
001801.npy,14,train
001802.npy,14,train
001803.npy,12,train
001804.npy,7,train
001805.npy,17,train
001806.npy,13,train
001807.npy,7,train
001808.npy,7,train
001809.npy,14,train
001810.npy,13,train
001811.npy,13,train
001812.npy,0,train
001813.npy,0,train
001814.npy,2,train
001815.npy,14,train
001816.npy,13,train
001817.npy,10,train
001818.npy,5,train
001819.npy,11,train
001820.npy,5,train
001821.npy,18,train
001822.npy,11,train
001823.npy,18,train
001824.npy,2,train
001825.npy,0,train
001826.npy,2,train
001827.npy,0,train
001828.npy,0,train
001829.npy,0,train
001830.npy,7,train
001831.npy,7,train
001832.npy,7,train
001833.npy,6,val
001834.npy,0,train
001835.npy,0,train
001836.npy,8,train
001837.npy,8,train
001838.npy,8,train
001839.npy,14,train
001840.npy,10,train
001841.npy,14,train
001842.npy,5,train
001843.npy,2,train
001844.npy,5,train
001845.npy,11,train
001846.npy,11,train
001847.npy,0,train
001848.npy,5,train
001849.npy,15,train
001850.npy,15,train
001851.npy,3,train
001852.npy,8,train
001853.npy,17,train
001854.npy,8,train
001855.npy,8,train
001856.npy,12,train
001857.npy,8,train
001858.npy,3,train
001859.npy,19,val
001860.npy,5,train
001861.npy,5,train
001862.npy,5,train
001863.npy,5,train
001864.npy,5,train
001865.npy,5,train
001866.npy,1,train
001867.npy,15,train
001868.npy,3,train
001869.npy,15,train
001870.npy,3,train
001871.npy,19,val
001872.npy,5,train
001873.npy,5,train
001874.npy,5,train
001875.npy,17,train
001876.npy,17,train
001877.npy,1,train
001878.npy,17,train
001879.npy,3,train
001880.npy,15,train
001881.npy,12,train
001882.npy,6,val
001883.npy,12,train
001884.npy,4,val
001885.npy,10,train
001886.npy,1,train
001887.npy,12,train
001888.npy,2,train
001889.npy,19,val
001890.npy,8,train
001891.npy,0,train
001892.npy,19,val
001893.npy,5,train
001894.npy,19,val
001895.npy,5,train
001896.npy,13,train
001897.npy,2,train
001898.npy,2,train
001899.npy,12,train
001900.npy,8,train
001901.npy,2,train
001902.npy,6,val
001903.npy,3,train
001904.npy,3,train
001905.npy,19,val
001906.npy,3,train
001907.npy,8,train
001908.npy,1,train
001909.npy,3,train
001910.npy,12,train
001911.npy,5,train
001912.npy,19,val
001913.npy,19,val
001914.npy,2,train
001915.npy,5,train
001916.npy,15,train
001917.npy,19,val
001918.npy,12,train
001919.npy,1,train
001920.npy,5,train
001921.npy,5,train
001922.npy,5,train
001923.npy,13,train
001924.npy,15,train
001925.npy,15,train
001926.npy,15,train
001927.npy,17,train
001928.npy,13,train
001929.npy,2,train
001930.npy,15,train
001931.npy,5,train
001932.npy,8,train
001933.npy,8,train
001934.npy,8,train
001935.npy,5,train
001936.npy,5,train
001937.npy,5,train
001938.npy,2,train
001939.npy,10,train
001940.npy,2,train
001941.npy,8,train
001942.npy,12,train
001943.npy,19,val
001944.npy,15,train
001945.npy,15,train
001946.npy,15,train
001947.npy,13,train
001948.npy,0,train
001949.npy,13,train
001950.npy,8,train
001951.npy,3,train
001952.npy,8,train
001953.npy,5,train
001954.npy,6,val
001955.npy,5,train
001956.npy,5,train
001957.npy,5,train
001958.npy,6,val
001959.npy,1,train
001960.npy,6,val
001961.npy,1,train
001962.npy,15,train
001963.npy,0,train
001964.npy,19,val
001965.npy,15,train
001966.npy,15,train
001967.npy,15,train
001968.npy,0,train
001969.npy,2,train
001970.npy,2,train
001971.npy,19,val
001972.npy,6,val
001973.npy,0,train
001974.npy,17,train
001975.npy,17,train
001976.npy,7,train
001977.npy,1,train
001978.npy,17,train
001979.npy,6,val
001980.npy,5,train
001981.npy,0,train
001982.npy,8,train
001983.npy,12,train
001984.npy,15,train
001985.npy,3,train
001986.npy,3,train
001987.npy,5,train
001988.npy,8,train
001989.npy,8,train
001990.npy,8,train
001991.npy,8,train
001992.npy,0,train
001993.npy,5,train
001994.npy,8,train
001995.npy,5,train
001996.npy,15,train
001997.npy,5,train
001998.npy,15,train
001999.npy,15,train
002000.npy,15,train
002001.npy,0,train
002002.npy,2,train
002003.npy,6,val
002004.npy,12,train
002005.npy,15,train
002006.npy,19,val
002007.npy,15,train
002008.npy,5,train
002009.npy,19,val
002010.npy,11,train
002011.npy,8,train
002012.npy,12,train
002013.npy,0,train
002014.npy,15,train
002015.npy,5,train
002016.npy,2,train
002017.npy,5,train
002018.npy,2,train
002019.npy,15,train
002020.npy,19,val
002021.npy,0,train
002022.npy,19,val
002023.npy,6,val
002024.npy,5,train
002025.npy,15,train
002026.npy,15,train
002027.npy,15,train
002028.npy,5,train
002029.npy,5,train
002030.npy,5,train
002031.npy,5,train
002032.npy,0,train
002033.npy,0,train
002034.npy,5,train
002035.npy,2,train
002036.npy,15,train
002037.npy,5,train
002038.npy,5,train
002039.npy,8,train
002040.npy,1,train
002041.npy,6,val
002042.npy,15,train
002043.npy,15,train
002044.npy,15,train
002045.npy,15,train
002046.npy,12,train
002047.npy,3,train
002048.npy,13,train
002049.npy,6,val
002050.npy,7,train
002051.npy,0,train
002052.npy,15,train
002053.npy,2,train
002054.npy,5,train
002055.npy,5,train
002056.npy,8,train
002057.npy,19,val
002058.npy,8,train
002059.npy,3,train
002060.npy,15,train
002061.npy,15,train
002062.npy,3,train
002063.npy,19,val
002064.npy,15,train
002065.npy,3,train
002066.npy,17,train
002067.npy,17,train
002068.npy,12,train
002069.npy,12,train
002070.npy,5,train
002071.npy,5,train
002072.npy,19,val
002073.npy,12,train
002074.npy,3,train
002075.npy,15,train
002076.npy,15,train
002077.npy,5,train
002078.npy,3,train
002079.npy,19,val
002080.npy,8,train
002081.npy,0,train
002082.npy,15,train
002083.npy,5,train
002084.npy,6,val
002085.npy,15,train
002086.npy,15,train
002087.npy,15,train
002088.npy,4,val
002089.npy,13,train
002090.npy,17,train
002091.npy,6,val
002092.npy,5,train
002093.npy,15,train
002094.npy,13,train
002095.npy,7,train
002096.npy,1,train
002097.npy,15,train
002098.npy,5,train
002099.npy,5,train
002100.npy,15,train
002101.npy,2,train
002102.npy,5,train
002103.npy,17,train
002104.npy,19,val
002105.npy,15,train
002106.npy,17,train
002107.npy,6,val
002108.npy,12,train
002109.npy,3,train
002110.npy,3,train
002111.npy,8,train
002112.npy,3,train
002113.npy,3,train
002114.npy,17,train
002115.npy,0,train
002116.npy,17,train
002117.npy,5,train
002118.npy,15,train
002119.npy,15,train
002120.npy,5,train
002121.npy,1,train
002122.npy,3,train
002123.npy,2,train
002124.npy,5,train
002125.npy,3,train
002126.npy,15,train
002127.npy,5,train
002128.npy,6,val
002129.npy,5,train
002130.npy,1,train
002131.npy,8,train
002132.npy,3,train
002133.npy,10,train
002134.npy,7,train
002135.npy,10,train
002136.npy,7,train
002137.npy,7,train
002138.npy,7,train
002139.npy,12,train
002140.npy,6,val
002141.npy,7,train
002142.npy,8,train
002143.npy,8,train
002144.npy,8,train
002145.npy,1,train
002146.npy,12,train
002147.npy,1,train
002148.npy,10,train
002149.npy,10,train
002150.npy,6,val
002151.npy,7,train
002152.npy,4,val
002153.npy,7,train
002154.npy,16,train
002155.npy,16,train
002156.npy,16,train
002157.npy,5,train
002158.npy,6,val
002159.npy,6,val
002160.npy,8,train
002161.npy,8,train
002162.npy,8,train
002163.npy,8,train
002164.npy,8,train
002165.npy,8,train
002166.npy,7,train
002167.npy,10,train
002168.npy,10,train
002169.npy,6,val
002170.npy,6,val
002171.npy,6,val
002172.npy,8,train
002173.npy,8,train
002174.npy,8,train
002175.npy,14,train
002176.npy,14,train
002177.npy,14,train
002178.npy,7,train
002179.npy,10,train
002180.npy,10,train
002181.npy,0,train
002182.npy,0,train
002183.npy,0,train
002184.npy,10,train
002185.npy,10,train
002186.npy,7,train
002187.npy,15,train
002188.npy,6,val
002189.npy,5,train
002190.npy,4,val
002191.npy,7,train
002192.npy,10,train
002193.npy,11,train
002194.npy,11,train
002195.npy,11,train
002196.npy,10,train
002197.npy,6,val
002198.npy,6,val
002199.npy,13,train
002200.npy,13,train
002201.npy,13,train
002202.npy,6,val
002203.npy,0,train
002204.npy,6,val
002205.npy,7,train
002206.npy,4,val
002207.npy,13,train
002208.npy,10,train
002209.npy,7,train
002210.npy,10,train
002211.npy,0,train
002212.npy,0,train
002213.npy,0,train
002214.npy,7,train
002215.npy,7,train
002216.npy,7,train
002217.npy,5,train
002218.npy,5,train
002219.npy,5,train
002220.npy,6,val
002221.npy,6,val
002222.npy,6,val
002223.npy,5,train
002224.npy,5,train
002225.npy,15,train
002226.npy,0,train
002227.npy,0,train
002228.npy,0,train
002229.npy,1,train
002230.npy,0,train
002231.npy,1,train
002232.npy,7,train
002233.npy,4,val
002234.npy,7,train
002235.npy,6,val
002236.npy,6,val
002237.npy,6,val
002238.npy,6,val
002239.npy,10,train
002240.npy,10,train
002241.npy,0,train
002242.npy,6,val
002243.npy,0,train
002244.npy,7,train
002245.npy,7,train
002246.npy,7,train
002247.npy,4,val
002248.npy,4,val
002249.npy,4,val
002250.npy,7,train
002251.npy,10,train
002252.npy,10,train
002253.npy,0,train
002254.npy,0,train
002255.npy,6,val
002256.npy,5,train
002257.npy,3,train
002258.npy,6,val
002259.npy,4,val
002260.npy,4,val
002261.npy,4,val
002262.npy,18,train
002263.npy,18,train
002264.npy,18,train
002265.npy,8,train
002266.npy,17,train
002267.npy,8,train
002268.npy,5,train
002269.npy,5,train
002270.npy,5,train
002271.npy,4,val
002272.npy,4,val
002273.npy,4,val
002274.npy,7,train
002275.npy,7,train
002276.npy,7,train
002277.npy,7,train
002278.npy,7,train
002279.npy,7,train
002280.npy,8,train
002281.npy,8,train
002282.npy,1,train
002283.npy,6,val
002284.npy,0,train
002285.npy,0,train
002286.npy,0,train
002287.npy,0,train
002288.npy,0,train
002289.npy,10,train
002290.npy,10,train
002291.npy,10,train
002292.npy,10,train
002293.npy,10,train
002294.npy,6,val
002295.npy,7,train
002296.npy,7,train
002297.npy,7,train
002298.npy,10,train
002299.npy,10,train
002300.npy,10,train
002301.npy,7,train
002302.npy,7,train
002303.npy,7,train
002304.npy,0,train
002305.npy,0,train
002306.npy,6,val
002307.npy,6,val
002308.npy,0,train
002309.npy,0,train
002310.npy,6,val
002311.npy,10,train
002312.npy,10,train
002313.npy,12,train
002314.npy,1,train
002315.npy,1,train
002316.npy,10,train
002317.npy,10,train
002318.npy,10,train
002319.npy,4,val
002320.npy,4,val
002321.npy,4,val
002322.npy,8,train
002323.npy,5,train
002324.npy,0,train
002325.npy,10,train
002326.npy,6,val
002327.npy,10,train
002328.npy,3,train
002329.npy,5,train
002330.npy,19,val
002331.npy,6,val
002332.npy,6,val
002333.npy,5,train
002334.npy,5,train
002335.npy,5,train
002336.npy,8,train
002337.npy,1,train
002338.npy,7,train
002339.npy,10,train
002340.npy,6,val
002341.npy,10,train
002342.npy,6,val
002343.npy,10,train
002344.npy,10,train
002345.npy,10,train
002346.npy,6,val
002347.npy,6,val
002348.npy,6,val
002349.npy,10,train
002350.npy,7,train
002351.npy,7,train
002352.npy,13,train
002353.npy,12,train
002354.npy,13,train
002355.npy,8,train
002356.npy,8,train
002357.npy,8,train
002358.npy,10,train
002359.npy,10,train
002360.npy,6,val
002361.npy,0,train
002362.npy,0,train
002363.npy,6,val
002364.npy,0,train
002365.npy,6,val
002366.npy,0,train
002367.npy,6,val
002368.npy,0,train
002369.npy,6,val
002370.npy,10,train
002371.npy,10,train
002372.npy,6,val
002373.npy,10,train
002374.npy,10,train
002375.npy,10,train
002376.npy,6,val
002377.npy,10,train
002378.npy,6,val
002379.npy,6,val
002380.npy,6,val
002381.npy,8,train
002382.npy,14,train
002383.npy,13,train
002384.npy,14,train
002385.npy,7,train
002386.npy,13,train
002387.npy,7,train
002388.npy,0,train
002389.npy,7,train
002390.npy,7,train
002391.npy,8,train
002392.npy,6,val
002393.npy,0,train
002394.npy,13,train
002395.npy,4,val
002396.npy,4,val
002397.npy,4,val
002398.npy,13,train
002399.npy,7,train
002400.npy,8,train
002401.npy,1,train
002402.npy,1,train
002403.npy,13,train
002404.npy,10,train
002405.npy,19,val
002406.npy,10,train
002407.npy,10,train
002408.npy,6,val
002409.npy,4,val
002410.npy,4,val
002411.npy,7,train
002412.npy,10,train
002413.npy,10,train
002414.npy,10,train
002415.npy,6,val
002416.npy,6,val
002417.npy,10,train
002418.npy,6,val
002419.npy,0,train
002420.npy,6,val
002421.npy,13,train
002422.npy,13,train
002423.npy,13,train
002424.npy,1,train
002425.npy,1,train
002426.npy,10,train
002427.npy,4,val
002428.npy,7,train
002429.npy,7,train
002430.npy,11,train
002431.npy,11,train
002432.npy,11,train
002433.npy,6,val
002434.npy,1,train
002435.npy,0,train
002436.npy,5,train
002437.npy,14,train
002438.npy,10,train
002439.npy,0,train
002440.npy,12,train
002441.npy,6,val
002442.npy,10,train
002443.npy,7,train
002444.npy,6,val
002445.npy,10,train
002446.npy,10,train
002447.npy,10,train
002448.npy,0,train
002449.npy,6,val
002450.npy,10,train
002451.npy,2,train
002452.npy,13,train
002453.npy,2,train
002454.npy,7,train
002455.npy,7,train
002456.npy,7,train
002457.npy,5,train
002458.npy,5,train
002459.npy,5,train
002460.npy,3,train
002461.npy,0,train
002462.npy,6,val
002463.npy,10,train
002464.npy,0,train
002465.npy,7,train
002466.npy,4,val
002467.npy,4,val
002468.npy,4,val
002469.npy,14,train
002470.npy,14,train
002471.npy,14,train
002472.npy,1,train
002473.npy,6,val
002474.npy,6,val
002475.npy,7,train
002476.npy,7,train
002477.npy,10,train
002478.npy,0,train
002479.npy,0,train
002480.npy,0,train
002481.npy,7,train
002482.npy,4,val
002483.npy,7,train
002484.npy,4,val
002485.npy,7,train
002486.npy,4,val
002487.npy,10,train
002488.npy,7,train
002489.npy,7,train
002490.npy,10,train
002491.npy,10,train
002492.npy,10,train
002493.npy,1,train
002494.npy,13,train
002495.npy,12,train
002496.npy,0,train
002497.npy,0,train
002498.npy,6,val
002499.npy,7,train
002500.npy,7,train
002501.npy,7,train
002502.npy,0,train
002503.npy,6,val
002504.npy,6,val
002505.npy,18,train
002506.npy,5,train
002507.npy,18,train
002508.npy,10,train
002509.npy,7,train
002510.npy,7,train
002511.npy,6,val
002512.npy,6,val
002513.npy,6,val
002514.npy,4,val
002515.npy,4,val
002516.npy,4,val
002517.npy,7,train
002518.npy,7,train
002519.npy,7,train
002520.npy,4,val
002521.npy,7,train
002522.npy,4,val
002523.npy,7,train
002524.npy,1,train
002525.npy,10,train
002526.npy,18,train
002527.npy,18,train
002528.npy,9,train
002529.npy,6,val
002530.npy,6,val
002531.npy,6,val
002532.npy,6,val
002533.npy,6,val
002534.npy,6,val
002535.npy,4,val
002536.npy,4,val
002537.npy,13,train
002538.npy,5,train
002539.npy,5,train
002540.npy,0,train
002541.npy,4,val
002542.npy,4,val
002543.npy,16,train
002544.npy,6,val
002545.npy,0,train
002546.npy,6,val
002547.npy,10,train
002548.npy,0,train
002549.npy,6,val
002550.npy,8,train
002551.npy,12,train
002552.npy,2,train
002553.npy,10,train
002554.npy,10,train
002555.npy,12,train
002556.npy,7,train
002557.npy,7,train
002558.npy,7,train
002559.npy,0,train
002560.npy,10,train
002561.npy,10,train
002562.npy,0,train
002563.npy,0,train
002564.npy,0,train
002565.npy,6,val
002566.npy,6,val
002567.npy,6,val
002568.npy,10,train
002569.npy,10,train
002570.npy,6,val
002571.npy,18,train
002572.npy,18,train
002573.npy,18,train
002574.npy,6,val
002575.npy,0,train
002576.npy,10,train
002577.npy,13,train
002578.npy,13,train
002579.npy,13,train
002580.npy,10,train
002581.npy,10,train
002582.npy,10,train
002583.npy,7,train
002584.npy,6,val
002585.npy,7,train
002586.npy,7,train
002587.npy,7,train
002588.npy,7,train
002589.npy,0,train
002590.npy,5,train
002591.npy,5,train
002592.npy,4,val
002593.npy,4,val
002594.npy,4,val
002595.npy,2,train
002596.npy,2,train
002597.npy,1,train
002598.npy,0,train
002599.npy,2,train
002600.npy,0,train
002601.npy,14,train
002602.npy,14,train
002603.npy,0,train
002604.npy,5,train
002605.npy,5,train
002606.npy,5,train
002607.npy,10,train
002608.npy,7,train
002609.npy,12,train
002610.npy,0,train
002611.npy,0,train
002612.npy,0,train
002613.npy,14,train
002614.npy,14,train
002615.npy,14,train
002616.npy,6,val
002617.npy,6,val
002618.npy,7,train
002619.npy,6,val
002620.npy,6,val
002621.npy,1,train
002622.npy,10,train
002623.npy,0,train
002624.npy,6,val
002625.npy,7,train
002626.npy,7,train
002627.npy,10,train
002628.npy,2,train
002629.npy,6,val
002630.npy,6,val
002631.npy,10,train
002632.npy,6,val
002633.npy,6,val
002634.npy,7,train
002635.npy,4,val
002636.npy,4,val
002637.npy,11,train
002638.npy,11,train
002639.npy,11,train
002640.npy,5,train
002641.npy,5,train
002642.npy,5,train
002643.npy,7,train
002644.npy,1,train
002645.npy,7,train
002646.npy,17,train
002647.npy,6,val
002648.npy,3,train
002649.npy,14,train
002650.npy,14,train
002651.npy,14,train
002652.npy,6,val
002653.npy,8,train
002654.npy,6,val
002655.npy,10,train
002656.npy,6,val
002657.npy,7,train
002658.npy,13,train
002659.npy,13,train
002660.npy,13,train
002661.npy,4,val
002662.npy,4,val
002663.npy,4,val
002664.npy,10,train
002665.npy,10,train
002666.npy,1,train
002667.npy,7,train
002668.npy,7,train
002669.npy,7,train
002670.npy,6,val
002671.npy,6,val
002672.npy,0,train
002673.npy,0,train
002674.npy,5,train
002675.npy,8,train
002676.npy,6,val
002677.npy,6,val
002678.npy,14,train
002679.npy,11,train
002680.npy,0,train
002681.npy,11,train
002682.npy,4,val
002683.npy,7,train
002684.npy,4,val
002685.npy,4,val
002686.npy,4,val
002687.npy,4,val
002688.npy,7,train
002689.npy,7,train
002690.npy,10,train
002691.npy,10,train
002692.npy,10,train
002693.npy,10,train
002694.npy,13,train
002695.npy,13,train
002696.npy,13,train
002697.npy,6,val
002698.npy,6,val
002699.npy,6,val
002700.npy,10,train
002701.npy,10,train
002702.npy,10,train
002703.npy,10,train
002704.npy,6,val
002705.npy,13,train
002706.npy,19,val
002707.npy,19,val
002708.npy,1,train
002709.npy,7,train
002710.npy,4,val
002711.npy,7,train
002712.npy,3,train
002713.npy,2,train
002714.npy,3,train
002715.npy,11,train
002716.npy,11,train
002717.npy,11,train
002718.npy,11,train
002719.npy,11,train
002720.npy,11,train
002721.npy,10,train
002722.npy,10,train
002723.npy,10,train
002724.npy,5,train
002725.npy,5,train
002726.npy,5,train
002727.npy,13,train
002728.npy,13,train
002729.npy,13,train
002730.npy,12,train
002731.npy,13,train
002732.npy,7,train
002733.npy,8,train
002734.npy,5,train
002735.npy,5,train
002736.npy,13,train
002737.npy,13,train
002738.npy,13,train
002739.npy,17,train
002740.npy,10,train
002741.npy,19,val
002742.npy,7,train
002743.npy,10,train
002744.npy,10,train
002745.npy,1,train
002746.npy,13,train
002747.npy,1,train
002748.npy,8,train
002749.npy,10,train
002750.npy,10,train
002751.npy,10,train
002752.npy,7,train
002753.npy,6,val
002754.npy,10,train
002755.npy,12,train
002756.npy,12,train
002757.npy,8,train
002758.npy,8,train
002759.npy,8,train
002760.npy,15,train
002761.npy,15,train
002762.npy,5,train
002763.npy,8,train
002764.npy,5,train
002765.npy,17,train
002766.npy,15,train
002767.npy,3,train
002768.npy,15,train
002769.npy,1,train
002770.npy,1,train
002771.npy,1,train
002772.npy,1,train
002773.npy,12,train
002774.npy,12,train
002775.npy,5,train
002776.npy,15,train
002777.npy,15,train
002778.npy,1,train
002779.npy,10,train
002780.npy,17,train
002781.npy,5,train
002782.npy,5,train
002783.npy,15,train
002784.npy,11,train
002785.npy,14,train
002786.npy,14,train
002787.npy,4,val
002788.npy,4,val
002789.npy,4,val
002790.npy,18,train
002791.npy,15,train
002792.npy,15,train
002793.npy,7,train
002794.npy,1,train
002795.npy,3,train
002796.npy,19,val
